name,city,description,rating,keywords,name_raw,city_raw,description_raw,content,maps_link
thac giang dien,dong nai,mot thac nuoc dep o dong nai duoc bao quanh boi rung cay xanh mat thac giang dien la dia diem du lich sinh thai hap dan cho cac hoat dong nghi duong picnic va chup anh ky niem,3,kham pha thien nhien thu gian,Thác Giang Điền,Đồng Nai,"Một thác nước đẹp ở Đồng Nai, được bao quanh bởi rừng cây xanh mát. Thác Giang Điền là địa điểm du lịch sinh thái, hấp dẫn cho các hoạt động nghỉ dưỡng, picnic và chụp ảnh kỷ niệm.",thac giang dien dong nai mot thac nuoc dep o dong nai duoc bao quanh boi rung cay xanh mat thac giang dien la dia diem du lich sinh thai hap dan cho cac hoat dong nghi duong picnic va chup anh ky niem kham pha thien nhien thu gian kham pha thien nhien thu gian,https://www.google.com/maps/search/?api=1&query=Th%C3%A1c%20Giang%20%C4%90i%E1%BB%81n%20%C4%90%E1%BB%93ng%20Nai
vuon quoc gia tram chim,dong thap,vuon quoc gia o dong thap noi bao ton he sinh thai dat ngap nuoc dac trung dong bang song cuu long tram chim la nha cua nhieu loai chim quy hiem dac biet la seu dau do,4.6,du lich thien nhien canh dep,Vườn quốc gia Tràm Chim,Đồng Tháp,"Vườn quốc gia ở Đồng Tháp, nơi bảo tồn hệ sinh thái đất ngập nước đặc trưng Đồng bằng sông Cửu Long. Tràm Chim là nhà của nhiều loài chim quý hiếm, đặc biệt là sếu đầu đỏ.",vuon quoc gia tram chim dong thap vuon quoc gia o dong thap noi bao ton he sinh thai dat ngap nuoc dac trung dong bang song cuu long tram chim la nha cua nhieu loai chim quy hiem dac biet la seu dau do du lich thien nhien canh dep du lich thien nhien canh dep,https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20qu%E1%BB%91c%20gia%20Tr%C3%A0m%20Chim%20%C4%90%E1%BB%93ng%20Th%C3%A1p
lang hoa sa dec,dong thap,lang nghe truyen thong noi tieng o dong thap noi trong hang tram loai hoa dep va quy lang hoa thu hut du khach voi nhung vuon hoa ruc ro quanh nam,4.8,lich su van hoa kham pha,Làng hoa Sa Đéc,Đồng Tháp,"Làng nghề truyền thống nổi tiếng ở Đồng Tháp, nơi trồng hàng trăm loài hoa đẹp và quý. Làng hoa thu hút du khách với những vườn hoa rực rỡ quanh năm.",lang hoa sa dec dong thap lang nghe truyen thong noi tieng o dong thap noi trong hang tram loai hoa dep va quy lang hoa thu hut du khach voi nhung vuon hoa ruc ro quanh nam lich su van hoa kham pha lich su van hoa kham pha,https://www.google.com/maps/search/?api=1&query=L%C3%A0ng%20hoa%20Sa%20%C4%90%C3%A9c%20%C4%90%E1%BB%93ng%20Th%C3%A1p
khu di tich xeo quyt,dong thap,mot khu di tich lich su ket hop du lich sinh thai tai dong thap noi tai hien cac can cu cach mang trong rung tram thoi khang chien,3.5,dia danh noi tieng bieu tuong,Khu di tích Xẻo Quýt,Đồng Tháp,"Một khu di tích lịch sử kết hợp du lịch sinh thái tại Đồng Tháp, nơi tái hiện các căn cứ cách mạng trong rừng tràm thời kháng chiến.",khu di tich xeo quyt dong thap mot khu di tich lich su ket hop du lich sinh thai tai dong thap noi tai hien cac can cu cach mang trong rung tram thoi khang chien dia danh noi tieng bieu tuong dia danh noi tieng bieu tuong,https://www.google.com/maps/search/?api=1&query=Khu%20di%20t%C3%ADch%20X%E1%BA%BBo%20Qu%C3%BDt%20%C4%90%E1%BB%93ng%20Th%C3%A1p
lang cu nguyen sinh sac,dong thap,noi an nghi cua cu nguyen sinh sac than sinh chu tich ho chi minh lang duoc thiet ke hai hoa giua kien truc va canh quan thien nhien,3.4,thu gian yen binh du lich sinh thai,Lăng cụ Nguyễn Sinh Sắc,Đồng Tháp,"Nơi an nghỉ của cụ Nguyễn Sinh Sắc, thân sinh Chủ tịch Hồ Chí Minh. Lăng được thiết kế hài hòa giữa kiến trúc và cảnh quan thiên nhiên.",lang cu nguyen sinh sac dong thap noi an nghi cua cu nguyen sinh sac than sinh chu tich ho chi minh lang duoc thiet ke hai hoa giua kien truc va canh quan thien nhien thu gian yen binh du lich sinh thai thu gian yen binh du lich sinh thai,https://www.google.com/maps/search/?api=1&query=L%C4%83ng%20c%E1%BB%A5%20Nguy%E1%BB%85n%20Sinh%20S%E1%BA%AFc%20%C4%90%E1%BB%93ng%20Th%C3%A1p
cho cao lanh,dong thap,mot khu cho sam uat tai thanh pho cao lanh noi du khach co the kham pha van hoa am thuc va doi song nguoi dan dia phuong,4.7,bao ton dong vat thuc vat,Chợ Cao Lãnh,Đồng Tháp,"Một khu chợ sầm uất tại thành phố Cao Lãnh, nơi du khách có thể khám phá văn hóa ẩm thực và đời sống người dân địa phương.",cho cao lanh dong thap mot khu cho sam uat tai thanh pho cao lanh noi du khach co the kham pha van hoa am thuc va doi song nguoi dan dia phuong bao ton dong vat thuc vat bao ton dong vat thuc vat,https://www.google.com/maps/search/?api=1&query=Ch%E1%BB%A3%20Cao%20L%C3%A3nh%20%C4%90%E1%BB%93ng%20Th%C3%A1p
bien ho,gia lai,mot khu cho sam uat tai thanh pho cao lanh noi du khach co the kham pha van hoa am thuc va doi song nguoi dan dia phuong,4.3,di san lich su van hoa,Biển Hồ,Gia Lai,"Một khu chợ sầm uất tại thành phố Cao Lãnh, nơi du khách có thể khám phá văn hóa ẩm thực và đời sống người dân địa phương.",bien ho gia lai mot khu cho sam uat tai thanh pho cao lanh noi du khach co the kham pha van hoa am thuc va doi song nguoi dan dia phuong di san lich su van hoa di san lich su van hoa,https://www.google.com/maps/search/?api=1&query=Bi%E1%BB%83n%20H%E1%BB%93%20Gia%20Lai
thac phu cuong,gia lai,mot thac nuoc dep tai gia lai nam giua rung nguyen sinh thac noi bat voi dong nuoc trang xoa do tu do cao hon 45m,4.9,dia phuong doc dao kham pha,Thác Phú Cường,Gia Lai,"Một thác nước đẹp tại Gia Lai, nằm giữa rừng nguyên sinh. Thác nổi bật với dòng nước trắng xóa, đổ từ độ cao hơn 45m.",thac phu cuong gia lai mot thac nuoc dep tai gia lai nam giua rung nguyen sinh thac noi bat voi dong nuoc trang xoa do tu do cao hon 45m dia phuong doc dao kham pha dia phuong doc dao kham pha,https://www.google.com/maps/search/?api=1&query=Th%C3%A1c%20Ph%C3%BA%20C%C6%B0%E1%BB%9Dng%20Gia%20Lai
chua minh thanh,gia lai,ngoi chua noi tieng o gia lai duoc xay dung theo phong cach phat giao nhat ban voi kien truc doc dao va khong gian thanh tinh,4,thien nhien du lich hoa binh,Chùa Minh Thành,Gia Lai,"Ngôi chùa nổi tiếng ở Gia Lai, được xây dựng theo phong cách Phật giáo Nhật Bản, với kiến trúc độc đáo và không gian thanh tịnh.",chua minh thanh gia lai ngoi chua noi tieng o gia lai duoc xay dung theo phong cach phat giao nhat ban voi kien truc doc dao va khong gian thanh tinh thien nhien du lich hoa binh thien nhien du lich hoa binh,https://www.google.com/maps/search/?api=1&query=Ch%C3%B9a%20Minh%20Th%C3%A0nh%20Gia%20Lai
quang truong dai doan ket,gia lai,quang truong lon nhat tay nguyen nam tai pleiku gia lai day la noi to chuc cac su kien lon va cung la bieu tuong cua doan ket dan toc,4.7,canh quan dia danh noi bat,Quảng trường Đại Đoàn Kết,Gia Lai,"Quảng trường lớn nhất Tây Nguyên, nằm tại Pleiku, Gia Lai. Đây là nơi tổ chức các sự kiện lớn và cũng là biểu tượng của đoàn kết dân tộc.",quang truong dai doan ket gia lai quang truong lon nhat tay nguyen nam tai pleiku gia lai day la noi to chuc cac su kien lon va cung la bieu tuong cua doan ket dan toc canh quan dia danh noi bat canh quan dia danh noi bat,https://www.google.com/maps/search/?api=1&query=Qu%E1%BA%A3ng%20tr%C6%B0%E1%BB%9Dng%20%C4%90%E1%BA%A1i%20%C4%90o%C3%A0n%20K%E1%BA%BFt%20Gia%20Lai
doi che bau can,gia lai,doi che bau can o gia lai la mot trong nhung doi che lau doi nhat viet nam noi bat voi nhung luong che xanh muot trai dai mang ve dep yen binh day la diem den ly tuong de thu gian va chup anh giua khong gian thien nhien tuoi mat,3.7,kham pha thien nhien thu gian,Đồi chè Bàu Cạn,Gia Lai,"Đồi chè Bàu Cạn ở Gia Lai là một trong những đồi chè lâu đời nhất Việt Nam, nổi bật với những luống chè xanh mướt trải dài, mang vẻ đẹp yên bình. Đây là điểm đến lý tưởng để thư giãn và chụp ảnh giữa không gian thiên nhiên tươi mát.",doi che bau can gia lai doi che bau can o gia lai la mot trong nhung doi che lau doi nhat viet nam noi bat voi nhung luong che xanh muot trai dai mang ve dep yen binh day la diem den ly tuong de thu gian va chup anh giua khong gian thien nhien tuoi mat kham pha thien nhien thu gian kham pha thien nhien thu gian,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%93i%20ch%C3%A8%20B%C3%A0u%20C%E1%BA%A1n%20Gia%20Lai
cot co lung cu,ha giang,cot co lung cu nam o cuc bac viet nam ha giang la bieu tuong thieng lieng cua chu quyen quoc gia du khach chinh phuc gan 800 bac thang de chiem nguong la co do sao vang tung bay tren dinh nui hung vi,3.9,du lich thien nhien canh dep,Cột cờ Lũng Cú,Hà Giang,"Cột cờ Lũng Cú, nằm ở cực Bắc Việt Nam (Hà Giang), là biểu tượng thiêng liêng của chủ quyền quốc gia. Du khách chinh phục gần 800 bậc thang để chiêm ngưỡng lá cờ đỏ sao vàng tung bay trên đỉnh núi hùng vĩ.",cot co lung cu ha giang cot co lung cu nam o cuc bac viet nam ha giang la bieu tuong thieng lieng cua chu quyen quoc gia du khach chinh phuc gan 800 bac thang de chiem nguong la co do sao vang tung bay tren dinh nui hung vi du lich thien nhien canh dep du lich thien nhien canh dep,https://www.google.com/maps/search/?api=1&query=C%E1%BB%99t%20c%E1%BB%9D%20L%C5%A9ng%20C%C3%BA%20H%C3%A0%20Giang
deo ma pi leng,ha giang,deo ma pi leng la cung duong hung vi tai ha giang voi song nho que xanh ngoc chay uon luon phia duoi day la diem thu hut phuot thu va du khach yeu ve dep thien nhien hoang so,4,lich su van hoa kham pha,Đèo Mã Pí Lèng,Hà Giang,"Đèo Mã Pí Lèng là cung đường hùng vĩ tại Hà Giang, với sông Nho Quế xanh ngọc chảy uốn lượn phía dưới. Đây là điểm thu hút phượt thủ và du khách yêu vẻ đẹp thiên nhiên hoang sơ.",deo ma pi leng ha giang deo ma pi leng la cung duong hung vi tai ha giang voi song nho que xanh ngoc chay uon luon phia duoi day la diem thu hut phuot thu va du khach yeu ve dep thien nhien hoang so lich su van hoa kham pha lich su van hoa kham pha,https://www.google.com/maps/search/?api=1&query=%C4%90%C3%A8o%20M%C3%A3%20P%C3%AD%20L%C3%A8ng%20H%C3%A0%20Giang
pho co dong van,ha giang,pho co dong van ha giang luu giu net kien truc co kinh voi nhung ngoi nha tuong dat mai ngoi am duong phien cho cuoi tuan nhon nhip la diem nhan van hoa hap dan,5,dia danh noi tieng bieu tuong,Phố cổ Đồng Văn,Hà Giang,"Phố cổ Đồng Văn (Hà Giang) lưu giữ nét kiến trúc cổ kính với những ngôi nhà tường đất, mái ngói âm dương. Phiên chợ cuối tuần nhộn nhịp là điểm nhấn văn hóa hấp dẫn.",pho co dong van ha giang pho co dong van ha giang luu giu net kien truc co kinh voi nhung ngoi nha tuong dat mai ngoi am duong phien cho cuoi tuan nhon nhip la diem nhan van hoa hap dan dia danh noi tieng bieu tuong dia danh noi tieng bieu tuong,https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%91%20c%E1%BB%95%20%C4%90%E1%BB%93ng%20V%C4%83n%20H%C3%A0%20Giang
hem tu san,ha giang,hem tu san noi sau nhat dong nam a noi bat voi vach da cao 800m va dong song nho que xanh biec du khach co the cheo thuyen kham pha khung canh ky vi nay,4.5,thu gian yen binh du lich sinh thai,Hẻm Tu Sản,Hà Giang,"Hẻm Tu Sản, nơi sâu nhất Đông Nam Á, nổi bật với vách đá cao 800m và dòng sông Nho Quế xanh biếc. Du khách có thể chèo thuyền khám phá khung cảnh kỳ vĩ này.",hem tu san ha giang hem tu san noi sau nhat dong nam a noi bat voi vach da cao 800m va dong song nho que xanh biec du khach co the cheo thuyen kham pha khung canh ky vi nay thu gian yen binh du lich sinh thai thu gian yen binh du lich sinh thai,https://www.google.com/maps/search/?api=1&query=H%E1%BA%BBm%20Tu%20S%E1%BA%A3n%20H%C3%A0%20Giang
dinh vua meo,ha giang,dinh vua meo ha giang la dinh thu co cua dong ho vuong voi kien truc ket hop doc dao giua trung hoa phap va van hoa dan toc h mong thu hut nhieu du khach tham quan,4.8,bao ton dong vat thuc vat,Dinh Vua Mèo,Hà Giang,"Dinh Vua Mèo (Hà Giang) là dinh thự cổ của dòng họ Vương, với kiến trúc kết hợp độc đáo giữa Trung Hoa, Pháp và văn hóa dân tộc H'Mông, thu hút nhiều du khách tham quan.",dinh vua meo ha giang dinh vua meo ha giang la dinh thu co cua dong ho vuong voi kien truc ket hop doc dao giua trung hoa phap va van hoa dan toc h mong thu hut nhieu du khach tham quan bao ton dong vat thuc vat bao ton dong vat thuc vat,https://www.google.com/maps/search/?api=1&query=Dinh%20Vua%20M%C3%A8o%20H%C3%A0%20Giang
chua tam chuc,ha nam,chua tam chuc ha nam la mot trong nhung quan the chua lon nhat viet nam noi bat voi kien truc hoanh trang va canh quan thien nhien tuoi dep duoc bao quanh boi nhung day nui ho nuoc trong xanh day la noi thu hut tin do phat giao va du khach tham quan,4,di san lich su van hoa,Chùa Tam Chúc,Hà Nam,"Chùa Tam Chúc (Hà Nam) là một trong những quần thể chùa lớn nhất Việt Nam, nổi bật với kiến trúc hoành tráng và cảnh quan thiên nhiên tươi đẹp. Được bao quanh bởi những dãy núi, hồ nước trong xanh, đây là nơi thu hút tín đồ Phật giáo và du khách tham quan.",chua tam chuc ha nam chua tam chuc ha nam la mot trong nhung quan the chua lon nhat viet nam noi bat voi kien truc hoanh trang va canh quan thien nhien tuoi dep duoc bao quanh boi nhung day nui ho nuoc trong xanh day la noi thu hut tin do phat giao va du khach tham quan di san lich su van hoa di san lich su van hoa,https://www.google.com/maps/search/?api=1&query=Ch%C3%B9a%20Tam%20Ch%C3%BAc%20H%C3%A0%20Nam
den tran thuong,ha nam,den tran thuong ha nam tho cac vi vua tran noi bat voi kien truc co kinh va khong gian thanh tinh den la diem den van hoa tam linh thu hut du khach vao mua le hoi,4.9,dia phuong doc dao kham pha,Đền Trần Thương,Hà Nam,"Đền Trần Thương (Hà Nam) thờ các vị vua Trần, nổi bật với kiến trúc cổ kính và không gian thanh tịnh. Đền là điểm đến văn hóa, tâm linh, thu hút du khách vào mùa lễ hội.",den tran thuong ha nam den tran thuong ha nam tho cac vi vua tran noi bat voi kien truc co kinh va khong gian thanh tinh den la diem den van hoa tam linh thu hut du khach vao mua le hoi dia phuong doc dao kham pha dia phuong doc dao kham pha,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%81n%20Tr%E1%BA%A7n%20Th%C6%B0%C6%A1ng%20H%C3%A0%20Nam
hang luon,ha nam,hang luon nam trong khu di tich ha long quang ninh noi tieng voi he thong hang dong ky vi du khach co the cheo thuyen vao hang kham pha ve dep hoang so cua thien nhien,4.1,thien nhien du lich hoa binh,Hang Luồn,Hà Nam,"Hang Luồn, nằm trong khu di tích Hạ Long, Quảng Ninh, nổi tiếng với hệ thống hang động kỳ vĩ. Du khách có thể chèo thuyền vào hang, khám phá vẻ đẹp hoang sơ của thiên nhiên.",hang luon ha nam hang luon nam trong khu di tich ha long quang ninh noi tieng voi he thong hang dong ky vi du khach co the cheo thuyen vao hang kham pha ve dep hoang so cua thien nhien thien nhien du lich hoa binh thien nhien du lich hoa binh,https://www.google.com/maps/search/?api=1&query=Hang%20Lu%E1%BB%93n%20H%C3%A0%20Nam
den lanh giang,ha nam,den lanh giang hung yen la di tich lich su tho cac bac vua hung mang dam gia tri van hoa va lich su day la mot diem du lich tam linh noi bat tai mien bac,3.1,canh quan dia danh noi bat,Đền Lảnh Giang,Hà Nam,"Đền Lảnh Giang (Hưng Yên) là di tích lịch sử thờ các bậc vua hùng, mang đậm giá trị văn hóa và lịch sử. Đây là một điểm du lịch tâm linh nổi bật tại miền Bắc.",den lanh giang ha nam den lanh giang hung yen la di tich lich su tho cac bac vua hung mang dam gia tri van hoa va lich su day la mot diem du lich tam linh noi bat tai mien bac canh quan dia danh noi bat canh quan dia danh noi bat,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%81n%20L%E1%BA%A3nh%20Giang%20H%C3%A0%20Nam
lang vu dai,ha nam,lang vu dai ha nam noi tieng nho su gan ket voi tac pham chi pheo cua nha van nam cao noi day co nhung ngoi nha co la diem du lich van hoa noi luu giu net dep van hoa truyen thong,4.6,kham pha thien nhien thu gian,Làng Vũ Đại,Hà Nam,"Làng Vũ Đại (Hà Nam) nổi tiếng nhờ sự gắn kết với tác phẩm ""Chí Phèo"" của nhà văn Nam Cao. Nơi đây có những ngôi nhà cổ, là điểm du lịch văn hóa, nơi lưu giữ nét đẹp văn hóa truyền thống.",lang vu dai ha nam lang vu dai ha nam noi tieng nho su gan ket voi tac pham chi pheo cua nha van nam cao noi day co nhung ngoi nha co la diem du lich van hoa noi luu giu net dep van hoa truyen thong kham pha thien nhien thu gian kham pha thien nhien thu gian,https://www.google.com/maps/search/?api=1&query=L%C3%A0ng%20V%C5%A9%20%C4%90%E1%BA%A1i%20H%C3%A0%20Nam
lang chu tich ho chi minh,ha noi,lang chu tich ho chi minh ha noi la noi luu giu thi hai cua chu tich ho chi minh tro thanh bieu tuong cua long ton kinh va biet on cua nhan dan viet nam,4.2,du lich thien nhien canh dep,Lăng Chủ tịch Hồ Chí Minh,Hà Nội,"Lăng Chủ tịch Hồ Chí Minh (Hà Nội) là nơi lưu giữ thi hài của Chủ tịch Hồ Chí Minh, trở thành biểu tượng của lòng tôn kính và biết ơn của nhân dân Việt Nam.",lang chu tich ho chi minh ha noi lang chu tich ho chi minh ha noi la noi luu giu thi hai cua chu tich ho chi minh tro thanh bieu tuong cua long ton kinh va biet on cua nhan dan viet nam du lich thien nhien canh dep du lich thien nhien canh dep,https://www.google.com/maps/search/?api=1&query=L%C4%83ng%20Ch%E1%BB%A7%20t%E1%BB%8Bch%20H%E1%BB%93%20Ch%C3%AD%20Minh%20H%C3%A0%20N%E1%BB%99i
ho guom,ha noi,ho guom ha noi la trung tam cua thu do noi bat voi thap rua va cau the huc day la diem du lich hap dan noi nguoi dan thu gian va la bieu tuong cua ha noi,3.2,lich su van hoa kham pha,Hồ Gươm,Hà Nội,"Hồ Gươm (Hà Nội) là trung tâm của thủ đô, nổi bật với Tháp Rùa và cầu Thê Húc. Đây là điểm du lịch hấp dẫn, nơi người dân thư giãn và là biểu tượng của Hà Nội.",ho guom ha noi ho guom ha noi la trung tam cua thu do noi bat voi thap rua va cau the huc day la diem du lich hap dan noi nguoi dan thu gian va la bieu tuong cua ha noi lich su van hoa kham pha lich su van hoa kham pha,https://www.google.com/maps/search/?api=1&query=H%E1%BB%93%20G%C6%B0%C6%A1m%20H%C3%A0%20N%E1%BB%99i
van mieu quoc tu giam,ha noi,van mieu quoc tu giam ha noi la mot di tich lich su va van hoa noi tho khong tu va la truong dai hoc dau tien cua viet nam day la diem tham quan giao duc va van hoa,3.1,dia danh noi tieng bieu tuong,Văn Miếu - Quốc Tử Giám,Hà Nội,"Văn Miếu - Quốc Tử Giám (Hà Nội) là một di tích lịch sử và văn hóa, nơi thờ Khổng Tử và là trường đại học đầu tiên của Việt Nam. Đây là điểm tham quan giáo dục và văn hóa.",van mieu quoc tu giam ha noi van mieu quoc tu giam ha noi la mot di tich lich su va van hoa noi tho khong tu va la truong dai hoc dau tien cua viet nam day la diem tham quan giao duc va van hoa dia danh noi tieng bieu tuong dia danh noi tieng bieu tuong,https://www.google.com/maps/search/?api=1&query=V%C4%83n%20Mi%E1%BA%BFu%20-%20Qu%E1%BB%91c%20T%E1%BB%AD%20Gi%C3%A1m%20H%C3%A0%20N%E1%BB%99i
hoang thanh thang long,ha noi,hoang thanh thang long ha noi la di tich lich su quan trong cua viet nam tung la trung tam quyen luc cua nhieu trieu dai di tich nay mang dam dau an lich su va van hoa dan toc,3.6,thu gian yen binh du lich sinh thai,Hoàng thành Thăng Long,Hà Nội,"Hoàng Thành Thăng Long (Hà Nội) là di tích lịch sử quan trọng của Việt Nam, từng là trung tâm quyền lực của nhiều triều đại. Di tích này mang đậm dấu ấn lịch sử và văn hóa dân tộc.",hoang thanh thang long ha noi hoang thanh thang long ha noi la di tich lich su quan trong cua viet nam tung la trung tam quyen luc cua nhieu trieu dai di tich nay mang dam dau an lich su va van hoa dan toc thu gian yen binh du lich sinh thai thu gian yen binh du lich sinh thai,https://www.google.com/maps/search/?api=1&query=Ho%C3%A0ng%20th%C3%A0nh%20Th%C4%83ng%20Long%20H%C3%A0%20N%E1%BB%99i
cau long bien,ha noi,cau long bien ha noi la mot trong nhung cay cau lau doi nhat mang dam gia tri lich su cau noi lien hai bo song hong va la bieu tuong cua thu do,3.5,bao ton dong vat thuc vat,Cầu Long Biên,Hà Nội,"Cầu Long Biên (Hà Nội) là một trong những cây cầu lâu đời nhất, mang đậm giá trị lịch sử. Cầu nối liền hai bờ sông Hồng và là biểu tượng của thủ đô.",cau long bien ha noi cau long bien ha noi la mot trong nhung cay cau lau doi nhat mang dam gia tri lich su cau noi lien hai bo song hong va la bieu tuong cua thu do bao ton dong vat thuc vat bao ton dong vat thuc vat,https://www.google.com/maps/search/?api=1&query=C%E1%BA%A7u%20Long%20Bi%C3%AAn%20H%C3%A0%20N%E1%BB%99i
nga ba dong loc,ha tinh,nga ba dong loc ha tinh la di tich lich su noi tieng gan lien voi cuoc khang chien chong my noi day la noi tuong niem cac liet si hy sinh trong chien tranh,4.4,di san lich su van hoa,Ngã ba Đồng Lộc,Hà Tĩnh,Ngã ba Đồng Lộc (Hà Tĩnh) là di tích lịch sử nổi tiếng gắn liền với cuộc kháng chiến chống Mỹ. Nơi đây là nơi tưởng niệm các liệt sĩ hy sinh trong chiến tranh.,nga ba dong loc ha tinh nga ba dong loc ha tinh la di tich lich su noi tieng gan lien voi cuoc khang chien chong my noi day la noi tuong niem cac liet si hy sinh trong chien tranh di san lich su van hoa di san lich su van hoa,https://www.google.com/maps/search/?api=1&query=Ng%C3%A3%20ba%20%C4%90%E1%BB%93ng%20L%E1%BB%99c%20H%C3%A0%20T%C4%A9nh
chua huong tich,ha tinh,nga ba dong loc ha tinh la di tich lich su noi tieng gan lien voi cuoc khang chien chong my noi day la noi tuong niem cac liet si hy sinh trong chien tranh,3.9,dia phuong doc dao kham pha,Chùa Hương Tích,Hà Tĩnh,Ngã ba Đồng Lộc (Hà Tĩnh) là di tích lịch sử nổi tiếng gắn liền với cuộc kháng chiến chống Mỹ. Nơi đây là nơi tưởng niệm các liệt sĩ hy sinh trong chiến tranh.,chua huong tich ha tinh nga ba dong loc ha tinh la di tich lich su noi tieng gan lien voi cuoc khang chien chong my noi day la noi tuong niem cac liet si hy sinh trong chien tranh dia phuong doc dao kham pha dia phuong doc dao kham pha,https://www.google.com/maps/search/?api=1&query=Ch%C3%B9a%20H%C6%B0%C6%A1ng%20T%C3%ADch%20H%C3%A0%20T%C4%A9nh
bien thien cam,ha tinh,bien thien cam ha tinh la bai bien xinh dep voi bai cat dai va nuoc bien trong xanh noi du khach co the thu gian va tham gia cac hoat dong the thao bien,3.2,thien nhien du lich hoa binh,Biển Thiên Cầm,Hà Tĩnh,"Biển Thiên Cầm (Hà Tĩnh) là bãi biển xinh đẹp với bãi cát dài và nước biển trong xanh, nơi du khách có thể thư giãn và tham gia các hoạt động thể thao biển.",bien thien cam ha tinh bien thien cam ha tinh la bai bien xinh dep voi bai cat dai va nuoc bien trong xanh noi du khach co the thu gian va tham gia cac hoat dong the thao bien thien nhien du lich hoa binh thien nhien du lich hoa binh,https://www.google.com/maps/search/?api=1&query=Bi%E1%BB%83n%20Thi%C3%AAn%20C%E1%BA%A7m%20H%C3%A0%20T%C4%A9nh
khu di tich nguyen du,ha tinh,khu di tich nguyen du ha tinh la noi tuong niem dai thi hao nguyen du tac gia cua truyen kieu di tich nay giu gin nhung gia tri van hoa lich su ve cuoc doi va su nghiep cua ong,4.9,canh quan dia danh noi bat,Khu di tích Nguyễn Du,Hà Tĩnh,"Khu di tích Nguyễn Du (Hà Tĩnh) là nơi tưởng niệm đại thi hào Nguyễn Du, tác giả của ""Truyện Kiều"". Di tích này giữ gìn những giá trị văn hóa, lịch sử về cuộc đời và sự nghiệp của ông.",khu di tich nguyen du ha tinh khu di tich nguyen du ha tinh la noi tuong niem dai thi hao nguyen du tac gia cua truyen kieu di tich nay giu gin nhung gia tri van hoa lich su ve cuoc doi va su nghiep cua ong canh quan dia danh noi bat canh quan dia danh noi bat,https://www.google.com/maps/search/?api=1&query=Khu%20di%20t%C3%ADch%20Nguy%E1%BB%85n%20Du%20H%C3%A0%20T%C4%A9nh
deo ngang,ha tinh,deo ngang quang binh la mot trong nhung con deo dep nhat viet nam noi lien hai tinh quang binh va ha tinh deo co canh quan hung vi va tho mong,4.3,kham pha thien nhien thu gian,Đèo Ngang,Hà Tĩnh,"Đèo Ngang (Quảng Bình) là một trong những con đèo đẹp nhất Việt Nam, nối liền hai tỉnh Quảng Bình và Hà Tĩnh. Đèo có cảnh quan hùng vĩ và thơ mộng.",deo ngang ha tinh deo ngang quang binh la mot trong nhung con deo dep nhat viet nam noi lien hai tinh quang binh va ha tinh deo co canh quan hung vi va tho mong kham pha thien nhien thu gian kham pha thien nhien thu gian,https://www.google.com/maps/search/?api=1&query=%C4%90%C3%A8o%20Ngang%20H%C3%A0%20T%C4%A9nh
dao co chi lang nam,hai duong,dao co chi lang nam hai duong la mot khu vuc bao ton thien nhien noi bat voi hang nghin con co sinh song day la dia diem du lich sinh thai ly tuong voi khong gian yen binh va canh quan tuyet dep,3.3,du lich thien nhien canh dep,Đảo Cò Chi Lăng Nam,Hải Dương,"Đảo Cò Chi Lăng Nam (Hải Dương) là một khu vực bảo tồn thiên nhiên nổi bật với hàng nghìn con cò sinh sống. Đây là địa điểm du lịch sinh thái lý tưởng, với không gian yên bình và cảnh quan tuyệt đẹp.",dao co chi lang nam hai duong dao co chi lang nam hai duong la mot khu vuc bao ton thien nhien noi bat voi hang nghin con co sinh song day la dia diem du lich sinh thai ly tuong voi khong gian yen binh va canh quan tuyet dep du lich thien nhien canh dep du lich thien nhien canh dep,https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BA%A3o%20C%C3%B2%20Chi%20L%C4%83ng%20Nam%20H%E1%BA%A3i%20D%C6%B0%C6%A1ng
chua con son,hai duong,chua con son hai duong la di tich lich su va van hoa noi bat voi kien truc co kinh va khong gian thanh tinh noi day la mot trong nhung dia diem du lich tam linh noi tieng o mien bac,3.5,lich su van hoa kham pha,Chùa Côn Sơn,Hải Dương,"Chùa Côn Sơn (Hải Dương) là di tích lịch sử và văn hóa, nổi bật với kiến trúc cổ kính và không gian thanh tịnh. Nơi đây là một trong những địa điểm du lịch tâm linh nổi tiếng ở miền Bắc.",chua con son hai duong chua con son hai duong la di tich lich su va van hoa noi bat voi kien truc co kinh va khong gian thanh tinh noi day la mot trong nhung dia diem du lich tam linh noi tieng o mien bac lich su van hoa kham pha lich su van hoa kham pha,https://www.google.com/maps/search/?api=1&query=Ch%C3%B9a%20C%C3%B4n%20S%C6%A1n%20H%E1%BA%A3i%20D%C6%B0%C6%A1ng
